instance,objective,configuration,retail_y_coefficient,retail_v_coefficient,rolled_leftover_coefficient,period,period_number,coil_id,processed,used,coil_width,coil_weight,coil_ton_value,used_length,strip_count,strip_produced_weight,strip_leftover_weight,strip_retail_weight,strip_scrap_weight,strip_loss_weight,lateral_leftover_weight,lateral_leftover_retail_weight,lateral_leftover_scrap_weight,edge_trim_weight,rolled_leftover_weight,rolled_leftover_width,rolled_leftover_length,processed_scrap_weight
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,158,0,1,810.0,8164.37,5173.98,2845.38,1,7864.26,0.0,0.0,0.0,2.76,196.55,0.0,196.55,100.79,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,160,0,1,810.0,8253.99,5173.98,2876.61,1,7950.62,0.0,0.0,0.0,2.76,198.71,0.0,198.71,101.9,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,163,0,1,810.0,7058.57,5173.98,2459.99,1,6798.73,0.0,0.0,0.0,2.76,169.93,0.0,169.93,87.14,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,171,0,1,810.0,6430.87,5173.98,2241.23,1,6428.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,177,0,1,810.0,7455.77,5173.98,2598.42,1,7181.47,0.0,0.0,0.0,2.76,179.49,0.0,179.49,92.05,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,178,0,1,810.0,6721.62,5173.98,2342.56,1,6474.06,0.0,0.0,0.0,2.76,161.82,0.0,161.82,82.98,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,184,0,1,810.0,8492.56,5173.98,2959.76,1,8180.5,0.0,0.0,0.0,2.76,204.45,0.0,204.45,104.85,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,190,0,1,810.0,7533.94,5173.98,2625.67,1,7531.07,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,197,0,1,810.0,8068.21,5173.98,2811.87,1,7771.6,0.0,0.0,0.0,2.76,194.23,0.0,194.23,99.61,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,198,0,1,810.0,8265.6,5173.98,2880.66,1,7961.8,0.0,0.0,0.0,2.76,198.99,0.0,198.99,102.04,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,202,0,1,810.0,7892.67,5173.98,2750.69,1,7602.46,0.0,0.0,0.0,2.76,190.01,0.0,190.01,97.44,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,21,0,1,1100.0,8163.38,4947.45,2094.98,3,8007.29,63.18,63.18,0.0,3.85,14.84,0.0,14.84,74.21,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,222,0,1,1250.0,7241.9,5102.73,1635.48,2,7139.04,0.0,0.0,0.0,4.37,40.55,0.0,40.55,57.94,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,223,0,1,1250.0,9182.36,5102.73,2073.7,3,9009.06,0.0,0.0,0.0,4.35,95.5,0.0,95.5,73.46,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,224,0,1,1250.0,10008.67,5102.73,2260.31,2,9868.18,0.0,0.0,0.0,4.37,56.05,0.0,56.05,80.07,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,232,0,1,1250.0,7705.67,5102.73,1740.21,2,7534.9,0.0,0.0,0.0,4.33,104.8,0.0,104.8,61.65,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,235,0,1,1250.0,8203.19,5102.73,1852.57,2,8087.26,0.0,0.0,0.0,4.37,45.94,0.0,45.94,65.63,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,242,0,1,1250.0,9035.47,5102.73,2040.53,2,8908.22,0.0,0.0,0.0,4.37,50.6,0.0,50.6,72.28,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,261,0,1,1250.0,9249.69,5102.73,2088.91,2,9119.53,0.0,0.0,0.0,4.37,51.8,0.0,51.8,74.0,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,266,0,1,1250.0,9615.49,5102.73,2171.52,2,9480.35,0.0,0.0,0.0,4.37,53.85,0.0,53.85,76.92,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,274,0,1,1250.0,8273.17,5102.73,1868.38,2,8156.29,0.0,0.0,0.0,4.37,46.33,0.0,46.33,66.19,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,290,0,1,1250.0,7556.8,5102.73,1706.59,2,7389.24,0.0,0.0,0.0,4.33,102.77,0.0,102.77,60.45,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,294,0,1,1250.0,9812.88,5102.73,2216.1,2,8359.42,1315.63,1315.63,0.0,4.37,54.95,0.0,54.95,78.5,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,295,0,1,1250.0,8678.75,5102.73,1959.97,2,8556.35,0.0,0.0,0.0,4.37,48.6,0.0,48.6,69.43,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,59,0,1,1100.0,7803.53,4947.45,2002.63,2,7490.04,196.14,196.14,0.0,3.84,42.56,0.0,42.56,70.94,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,66,0,1,1100.0,8114.01,4947.45,2082.31,2,6462.48,1286.36,1280.12,6.24,3.72,287.68,0.0,287.68,73.76,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,73,0,1,1100.0,7750.95,4947.45,1989.14,2,7612.38,21.99,21.99,0.0,3.84,42.28,0.0,42.28,70.46,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,81,0,1,1100.0,7691.38,4947.45,1973.85,2,7388.14,2.33,0.0,2.33,3.75,227.25,0.0,227.25,69.92,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,83,0,1,1100.0,7264.83,4947.45,1864.38,2,7155.32,0.0,0.0,0.0,3.84,39.63,0.0,39.63,66.04,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,84,0,1,1100.0,8331.32,4947.45,2138.08,2,8005.68,0.0,0.0,0.0,3.75,246.15,0.0,246.15,75.74,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,90,0,1,1100.0,8097.48,4947.45,2078.07,3,8005.29,0.0,0.0,0.0,3.85,14.72,0.0,14.72,73.61,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,95,0,1,1100.0,8314.41,4947.45,2133.74,2,7989.43,0.0,0.0,0.0,3.75,245.65,0.0,245.65,75.59,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,98,0,1,810.0,8626.33,5173.98,3006.38,1,8309.4,0.0,0.0,0.0,2.76,207.67,0.0,207.67,106.5,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,10,0,1,1100.0,7799.79,4947.45,2001.67,2,7569.1,0.0,0.0,0.0,3.78,156.0,0.0,156.0,70.91,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,102,0,1,810.0,8652.32,5173.98,3015.43,1,8334.44,0.0,0.0,0.0,2.76,208.3,0.0,208.3,106.82,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,108,0,1,810.0,6559.17,5173.98,2285.95,1,6556.3,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,11,0,1,1100.0,8385.95,4947.45,2152.1,2,8260.13,0.0,0.0,0.0,3.84,45.74,0.0,45.74,76.24,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,111,0,1,810.0,8429.71,5173.98,2937.85,1,8119.94,0.0,0.0,0.0,2.76,202.94,0.0,202.94,104.07,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,117,0,1,810.0,8397.97,5173.98,2926.79,1,8089.35,0.0,0.0,0.0,2.76,202.17,0.0,202.17,103.68,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,118,0,1,810.0,7935.17,5173.98,2765.5,1,7643.41,0.0,0.0,0.0,2.76,191.03,0.0,191.03,97.97,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,12,0,1,1100.0,8142.55,4947.45,2089.63,2,7824.21,0.0,0.0,0.0,3.75,240.58,0.0,240.58,74.02,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,121,0,1,810.0,8058.98,5173.98,2808.65,1,7762.71,0.0,0.0,0.0,2.76,194.01,0.0,194.01,99.49,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,123,0,1,810.0,7976.6,5173.98,2779.94,1,7683.33,0.0,0.0,0.0,2.76,192.03,0.0,192.03,98.48,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,137,0,1,810.0,8004.9,5173.98,2789.8,1,7710.6,0.0,0.0,0.0,2.76,192.71,0.0,192.71,98.83,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,140,0,1,810.0,8199.01,5173.98,2857.45,1,7897.64,0.0,0.0,0.0,2.76,197.38,0.0,197.38,101.22,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,142,0,1,810.0,7935.07,5173.98,2765.46,1,7643.31,0.0,0.0,0.0,2.76,191.03,0.0,191.03,97.96,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,144,0,1,810.0,8560.72,5173.98,2983.51,1,8246.18,0.0,0.0,0.0,2.76,206.09,0.0,206.09,105.69,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,145,0,1,810.0,8343.94,5173.98,2907.96,1,8037.29,0.0,0.0,0.0,2.76,200.87,0.0,200.87,103.01,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,147,0,1,810.0,7787.62,5173.98,2714.08,1,7501.23,0.0,0.0,0.0,2.76,187.48,0.0,187.48,96.14,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,149,0,1,810.0,8069.45,5173.98,2812.3,1,7772.8,0.0,0.0,0.0,2.76,194.26,0.0,194.26,99.62,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,152,0,1,810.0,7849.27,5173.98,2735.56,1,7560.64,0.0,0.0,0.0,2.76,188.96,0.0,188.96,96.9,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,154,0,1,810.0,6258.12,5173.98,2181.03,1,6255.25,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,158,0,1,810.0,8164.37,5173.98,2845.38,1,7864.26,0.0,0.0,0.0,2.76,196.55,0.0,196.55,100.79,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,160,0,1,810.0,8253.99,5173.98,2876.61,1,7950.62,0.0,0.0,0.0,2.76,198.71,0.0,198.71,101.9,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,175,0,1,810.0,7775.96,5173.98,2710.01,1,7490.0,0.0,0.0,0.0,2.76,187.2,0.0,187.2,96.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,183,0,1,810.0,6247.75,5173.98,2177.41,1,6243.89,0.99,0.0,0.99,2.87,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,184,0,1,810.0,8492.56,5173.98,2959.76,1,8180.5,0.0,0.0,0.0,2.76,204.45,0.0,204.45,104.85,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,197,0,1,810.0,8068.21,5173.98,2811.87,1,7771.6,0.0,0.0,0.0,2.76,194.23,0.0,194.23,99.61,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,198,0,1,810.0,8265.6,5173.98,2880.66,1,7961.8,0.0,0.0,0.0,2.76,198.99,0.0,198.99,102.04,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,202,0,1,810.0,7892.67,5173.98,2750.69,1,7602.46,0.0,0.0,0.0,2.76,190.01,0.0,190.01,97.44,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,205,0,1,1250.0,7053.94,5102.73,1593.03,2,6807.01,0.0,0.0,0.0,4.28,186.22,0.0,186.22,56.43,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,216,0,1,1250.0,7680.18,5102.73,1734.46,2,7509.96,0.0,0.0,0.0,4.33,104.45,0.0,104.45,61.44,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,222,0,1,1250.0,7241.9,5102.73,1635.48,2,7081.14,0.0,0.0,0.0,4.33,98.49,0.0,98.49,57.94,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,227,0,1,1250.0,7857.2,5102.73,1774.44,2,7745.97,0.0,0.0,0.0,4.37,44.0,0.0,44.0,62.86,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,243,0,1,1250.0,7001.03,5102.73,1581.08,2,6755.92,0.0,0.0,0.0,4.28,184.83,0.0,184.83,56.01,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,249,0,1,1250.0,7036.21,5102.73,1589.03,2,6936.15,0.0,0.0,0.0,4.37,39.4,0.0,39.4,56.29,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,251,0,1,1250.0,8622.27,5102.73,1947.22,2,8500.64,0.0,0.0,0.0,4.37,48.28,0.0,48.28,68.98,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,253,0,1,1250.0,8940.67,5102.73,2019.12,2,8814.71,0.0,0.0,0.0,4.37,50.07,0.0,50.07,71.53,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,254,0,1,1250.0,7007.66,5102.73,1582.58,2,6905.96,2.03,0.0,2.03,4.37,39.24,0.0,39.24,56.06,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,256,0,1,1250.0,7386.26,5102.73,1668.08,2,7222.38,0.0,0.0,0.0,4.33,100.45,0.0,100.45,59.09,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,26,0,1,1100.0,8511.86,4947.45,2184.41,2,8179.25,0.0,0.0,0.0,3.75,251.49,0.0,251.49,77.38,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,260,0,1,1250.0,8080.82,5102.73,1824.94,2,7966.55,0.0,0.0,0.0,4.37,45.25,0.0,45.25,64.65,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,266,0,1,1250.0,9615.49,5102.73,2171.52,3,9434.22,0.0,0.0,0.0,4.35,100.0,0.0,100.0,76.92,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,267,0,1,1250.0,6326.83,5102.73,1428.82,2,6236.42,0.0,0.0,0.0,4.37,35.43,0.0,35.43,50.61,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,294,0,1,1250.0,9812.88,5102.73,2216.1,2,9658.83,16.23,16.23,0.0,4.37,54.95,0.0,54.95,78.5,0.0,1250.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,34,0,1,1100.0,7747.6,4947.45,1988.28,2,7314.34,316.73,316.73,0.0,3.84,42.26,0.0,42.26,70.43,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,42,0,1,1100.0,8176.74,4947.45,2098.41,2,7423.96,433.11,431.64,1.47,3.75,241.59,0.0,241.59,74.33,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,70,0,1,1100.0,6773.12,4947.45,1738.19,2,6017.12,450.56,450.56,0.0,3.72,240.14,0.0,240.14,61.57,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,77,0,1,1100.0,7793.33,4947.45,2000.01,2,7488.48,0.0,0.0,0.0,3.75,230.26,0.0,230.26,70.85,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,9,0,1,1100.0,6373.95,4947.45,1635.76,2,6123.94,0.0,0.0,0.0,3.75,188.32,0.0,188.32,57.95,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,95,0,1,1100.0,8314.41,4947.45,2133.74,2,7989.43,0.0,0.0,0.0,3.75,245.65,0.0,245.65,75.59,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,97,0,1,810.0,7778.89,5173.98,2711.03,1,7492.82,0.0,0.0,0.0,2.76,187.27,0.0,187.27,96.04,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,98,0,1,810.0,8626.33,5173.98,3006.38,1,8309.4,0.0,0.0,0.0,2.76,207.67,0.0,207.67,106.5,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,298,1,1,277.0,63.18,4947.45,64.39,1,62.2,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.98
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,299,1,1,550.0,196.14,4947.45,100.67,1,194.19,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,550.0,0.0,1.95
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,300,1,1,325.0,1280.12,4947.45,1111.91,1,1278.97,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,325.0,0.0,1.15
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,301,1,1,534.0,21.99,4947.45,11.62,1,20.1,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,534.0,0.0,1.89
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,302,1,1,560.0,1315.63,5102.73,663.21,1,1313.65,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,560.0,0.0,1.98
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,100,0,1,810.0,7717.17,5173.98,2689.52,1,7433.35,0.0,0.0,0.0,2.76,185.78,0.0,185.78,95.27,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,102,0,1,810.0,8652.32,5173.98,3015.43,1,8334.44,0.0,0.0,0.0,2.76,208.3,0.0,208.3,106.82,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,11,0,1,1100.0,8385.95,4947.45,2152.1,3,8290.61,0.0,0.0,0.0,3.85,15.25,0.0,15.25,76.24,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,111,0,1,810.0,8429.71,5173.98,2937.85,1,8119.94,0.0,0.0,0.0,2.76,202.94,0.0,202.94,104.07,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,112,0,1,810.0,7772.61,5173.98,2708.85,1,7486.77,0.0,0.0,0.0,2.76,187.12,0.0,187.12,95.96,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,117,0,1,810.0,8397.97,5173.98,2926.79,1,8089.35,0.0,0.0,0.0,2.76,202.17,0.0,202.17,103.68,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,118,0,1,810.0,7935.17,5173.98,2765.5,1,7643.41,0.0,0.0,0.0,2.76,191.03,0.0,191.03,97.97,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,121,0,1,810.0,8058.98,5173.98,2808.65,1,7762.71,0.0,0.0,0.0,2.76,194.01,0.0,194.01,99.49,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,123,0,1,810.0,7976.6,5173.98,2779.94,1,7683.33,0.0,0.0,0.0,2.76,192.03,0.0,192.03,98.48,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,129,0,1,810.0,7540.1,5173.98,2627.81,1,7537.02,0.21,0.0,0.21,2.87,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,137,0,1,810.0,8004.9,5173.98,2789.8,1,7710.6,0.0,0.0,0.0,2.76,192.71,0.0,192.71,98.83,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,138,0,1,810.0,7333.88,5173.98,2555.94,1,7064.02,0.0,0.0,0.0,2.76,176.56,0.0,176.56,90.54,0.0,810.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,14,0,1,1100.0,7755.17,4947.45,1990.22,2,7450.23,1.56,0.0,1.56,3.75,229.13,0.0,229.13,70.5,0.0,1100.0,0.0,0.0
bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,140,0,1,810.0,8199.01,5173.98,2857.45,1,7897.64,0.0,0.0,0.0,2.76,197.38,0.0,197.38,101.22,0.0,810.0,0.0,0.0
