scenario,instance,objective,configuration,retail_y_coefficient,retail_v_coefficient,rolled_leftover_coefficient,period,period_number,new_coils_used_count,new_coils_weight,new_coils_value,new_strip_produced_weight,new_strip_produced_value,new_strip_retail_weight,new_strip_retail_value,new_strip_scrap_weight,new_strip_scrap_value,new_strip_loss_weight,new_strip_loss_value,new_lateral_leftover_weight,new_lateral_leftover_value,new_lateral_retail_weight,new_lateral_retail_value,new_lateral_scrap_weight,new_lateral_scrap_value,new_edge_trim_weight,new_edge_trim_value,new_rolled_leftover_weight,new_rolled_leftover_value,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_coils_value,processed_strip_produced_weight,processed_strip_produced_value,processed_scrap_weight,processed_scrap_value,total_strip_produced_weight,total_strip_produced_value,retails_generated_count,retails_generated_weight,retails_generated_value,retails_file_exists,reusable_generated_weight,reusable_generated_value,total_scrap_weight,total_scrap_value,total_loss_weight,total_loss_value,new_production_rate,new_reusable_rate,new_scrap_rate,processed_recovery_rate,processed_discard_rate,reuse_dependency_rate
WL-y2-v2-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_2,2,3,25477.17,131588.05,19237.01,99358.0,14.1,72.83,0.0,0.0,10.96,56.61,4748.46,24525.51,4748.46,24525.51,0.0,0.0,201.76,1042.08,1264.88,6533.03,1,6,6,7128.24,36816.93,6640.06,34295.51,488.18,2521.42,25877.07,133653.51,5,6027.44,31131.37,True,6027.44,31131.37,700.9,3620.11,700.9,3620.11,75.51,23.66,0.83,93.15,6.85,25.66
WL-y2-v2-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_3,3,3,25477.17,131588.05,23707.41,122447.35,474.6,2451.28,0.0,0.0,13.48,69.62,1069.37,5523.23,882.91,4560.18,186.46,963.05,212.3,1096.52,0.0,0.0,0,5,5,6027.44,31131.37,5712.62,29505.34,314.82,1626.03,29420.03,151952.69,3,1357.51,7011.46,True,1357.51,7011.46,727.06,3755.22,727.06,3755.22,93.05,5.33,1.62,94.78,5.22,19.42
WL-y2-v2-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_4,4,3,25477.17,131588.05,22319.17,115277.17,354.49,1830.92,0.0,0.0,12.62,65.18,2578.59,13318.26,2578.59,13318.26,0.0,0.0,212.3,1096.52,0.0,0.0,0,3,3,1357.51,7011.46,1254.82,6481.07,102.69,530.39,23573.99,121758.24,5,2933.08,15149.18,True,2933.08,15149.18,327.61,1692.09,327.61,1692.09,87.6,11.51,0.88,92.44,7.56,5.32
WL-y2-v2-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_5,5,4,35635.77,184056.61,34419.94,177776.92,499.45,2579.63,0.0,0.0,18.52,95.65,400.9,2070.62,0.0,0.0,400.9,2070.62,296.96,1533.78,0.0,0.0,0,5,5,2933.08,15149.18,2591.0,13382.36,342.08,1766.82,37010.94,191159.28,2,499.45,2579.63,True,499.45,2579.63,1058.46,5466.87,1058.46,5466.87,96.59,1.4,2.01,88.34,11.66,7.0
WL-y2-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_1,1,21,159688.01,895248.29,141553.72,794699.35,920.93,5338.56,2.89,15.79,60.64,339.77,14074.96,77454.27,11193.15,61173.03,2881.81,16281.24,1646.41,9204.6,1428.4,8195.61,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141553.72,794699.35,18,13542.49,74707.26,True,13542.48,74707.2,4591.75,25841.4,4591.75,25841.4,88.64,8.48,2.88,0.0,0.0,0.0
WL-y2-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_2,2,18,142718.55,822106.97,126305.66,727398.97,1161.89,6841.94,0.0,0.0,58.18,335.57,11289.73,64609.73,8295.5,47129.35,2994.23,17480.38,1333.01,7643.46,2570.08,15277.3,1,18,16,13542.49,74707.26,5421.87,29935.63,8120.62,44771.63,131727.53,757334.6,13,12027.47,69248.59,True,12027.47,69248.59,12506.04,70231.04,12506.04,70231.04,88.5,8.43,3.07,40.04,59.96,4.12
WL-y2-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_3,3,20,152070.08,868280.48,138454.34,791149.35,1863.35,10540.84,0.0,0.0,64.27,367.59,10207.91,57814.78,5231.5,28948.41,4976.41,28866.37,1480.22,8407.98,0.0,0.0,0,13,12,12027.47,69248.59,6064.13,35984.44,5963.34,33264.15,144518.47,827133.79,12,7094.85,39489.25,True,7094.85,39489.25,12484.24,70906.09,12484.24,70906.09,91.05,4.67,4.29,50.42,49.58,4.2
WL-y2-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_4,4,16,120922.51,699749.05,110396.97,638548.88,1222.91,7100.45,0.0,0.0,54.18,313.27,7081.08,41107.13,3440.16,19765.4,3640.92,21341.73,1117.89,6440.91,1049.48,6238.41,1,12,12,7094.85,39489.25,3712.9,20805.42,3381.95,18683.83,114109.87,659354.3,11,5712.55,33104.26,True,5712.55,33104.26,8194.94,46779.74,8194.94,46779.74,91.3,4.72,3.98,52.33,47.67,3.25
WL-y2-v2-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_5,5,24,192841.02,1112306.4,175852.56,1014381.35,1142.72,6683.59,16.98,92.8,79.51,459.55,13933.1,80260.53,8845.01,50513.68,5088.09,29746.85,1816.13,10428.46,0.0,0.0,0,11,11,5712.55,33104.26,4736.54,27680.1,976.01,5424.16,180589.1,1042061.46,13,9987.73,57197.27,True,9987.73,57197.27,7976.72,46151.82,7976.72,46151.82,91.19,5.18,3.63,82.91,17.09,2.62
WL-y2-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_1,1,6,40203.19,215298.54,35966.97,192612.48,682.2,3653.36,0.0,0.0,33.55,179.67,1644.04,8804.26,1617.79,8663.69,26.25,140.58,387.15,2073.29,1489.29,7975.54,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35966.97,192612.48,9,3789.28,20292.58,True,3789.28,20292.59,446.95,2393.54,446.95,2393.54,89.46,9.43,1.11,0.0,0.0,0.0
WL-y2-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_2,2,5,33434.19,179048.78,28648.36,153419.42,0.0,0.0,6.2,33.2,27.87,149.25,1166.9,6249.05,1137.61,6092.2,29.29,156.86,301.51,1614.66,3283.33,17583.09,2,9,9,3789.28,20292.58,2451.26,13127.13,1338.02,7165.44,31099.62,166546.55,5,4420.94,23675.28,True,4420.94,23675.29,1702.89,9119.41,1702.89,9119.41,85.69,13.22,1.09,64.69,35.31,7.88
WL-y2-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_3,3,5,34980.67,187330.58,32730.07,175278.03,591.07,3165.33,6.97,37.33,28.1,150.48,1274.64,6826.03,1244.95,6667.03,29.69,159.0,349.81,1873.32,0.0,0.0,0,5,5,4420.94,23675.28,3610.28,19333.99,810.66,4341.3,36340.35,194612.02,6,1836.02,9832.36,True,1836.02,9832.36,1225.23,6561.43,1225.23,6561.43,93.57,5.25,1.19,81.66,18.34,9.93
WL-y2-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_4,4,5,33630.39,180099.48,28091.95,150439.7,3216.1,17223.05,0.0,0.0,27.61,147.86,1958.42,10487.85,1939.8,10388.13,18.62,99.71,336.31,1801.03,0.0,0.0,0,6,6,1836.02,9832.36,1154.46,6182.43,681.56,3649.93,29246.41,156622.13,7,5155.9,27611.19,True,5155.9,27611.18,1064.1,5698.53,1064.1,5698.53,83.53,15.33,1.14,62.88,37.12,3.95
WL-y2-v2-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_5,5,6,42987.96,230211.7,37570.82,201201.51,3387.73,18142.17,0.73,3.91,33.71,180.53,1565.1,8381.52,1527.65,8180.96,37.45,200.55,429.88,2302.12,0.0,0.0,0,7,7,5155.9,27611.19,4075.07,21823.06,1080.83,5788.13,41645.89,223024.57,6,4915.38,26323.14,True,4915.38,26323.13,1582.6,8475.24,1582.6,8475.24,87.4,11.43,1.17,79.04,20.96,9.79
WL-y2-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_1,1,6,58443.21,316320.95,54118.12,292911.62,433.89,2348.41,0.0,0.0,42.07,227.7,3264.69,17669.97,3109.49,16829.96,155.2,840.01,584.43,3163.2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54118.12,292911.62,6,3543.39,19178.42,True,3543.38,19178.37,781.7,4230.91,781.7,4230.91,92.6,6.06,1.34,0.0,0.0,0.0
WL-y2-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_2,2,6,56058.86,303415.78,49041.61,265435.26,760.24,4114.76,0.0,0.0,41.92,226.89,3089.88,16723.82,2980.12,16129.75,109.76,594.07,534.69,2893.98,2590.51,14021.01,1,6,6,3543.39,19178.42,2703.31,14631.53,840.08,4546.89,51744.92,280066.79,6,6330.87,34265.52,True,6330.87,34265.52,1526.45,8261.83,1526.45,8261.83,87.48,11.29,1.22,76.29,23.71,5.22
WL-y2-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_3,3,7,66163.44,358106.31,60368.81,326743.17,296.44,1604.47,0.0,0.0,49.35,267.1,3091.87,16734.59,2645.78,14320.15,446.09,2414.44,644.51,3488.38,1712.44,9268.5,1,6,6,6330.87,34265.52,5409.8,29280.27,921.07,4985.25,65778.61,356023.44,6,4654.66,25193.11,True,4654.66,25193.12,2061.02,11155.17,2061.02,11155.17,91.24,7.04,1.72,85.45,14.55,8.22
WL-y2-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_4,4,5,45979.57,248862.12,43195.71,233794.62,644.85,3490.22,0.0,0.0,35.64,192.9,1643.57,8895.74,1170.09,6333.05,473.48,2562.69,459.8,2488.64,0.0,0.0,0,6,6,4654.66,25193.11,4016.29,21737.97,638.37,3455.15,47212.0,255532.59,5,1814.93,9823.22,True,1814.94,9823.27,1607.29,8699.38,1607.29,8699.38,93.95,3.95,2.11,86.29,13.71,8.51
WL-y2-v2-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_2,2,2,2,period_5,5,6,61838.36,334697.03,58875.1,318658.53,250.35,1355.01,0.0,0.0,42.74,231.33,2051.77,11105.1,1350.1,7307.35,701.67,3797.75,618.38,3346.95,0.0,0.0,0,5,5,1814.93,9823.22,1625.16,8796.1,189.77,1027.12,60500.26,327454.63,5,1600.45,8662.36,True,1600.45,8662.36,1552.56,8403.15,1552.56,8403.15,95.21,2.59,2.2,89.54,10.46,2.69
WL-y2-v2-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,40,311297.54,1612372.08,304651.7,1577696.37,9.54,50.45,2.07,10.7,137.47,708.24,3309.12,17324.75,0.0,0.0,3309.12,17324.75,3187.69,16581.84,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304651.7,1577696.37,1,9.54,50.45,True,9.54,50.45,6636.35,34625.53,6636.35,34625.53,97.87,0.0,2.13,0.0,0.0,0.0
WL-y2-v2-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,35,279682.8,1444294.74,273764.14,1413477.07,0.0,0.0,2.02,10.22,121.76,624.99,2961.14,15481.0,0.0,0.0,2961.14,15481.0,2833.78,14701.68,0.0,0.0,0,1,1,9.54,50.45,6.34,33.53,3.2,16.92,273770.48,1413510.6,0,0.0,0.0,True,0.0,0.0,5921.9,30834.81,5921.9,30834.81,97.88,0.0,2.12,66.46,33.54,0.0
WL-y2-v2-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,45,347784.27,1802370.52,340432.24,1764000.94,0.0,0.0,3.62,18.29,153.84,793.03,3615.42,18929.66,0.0,0.0,3615.42,18929.66,3579.26,18629.2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,340432.24,1764000.94,0,0.0,0.0,True,0.0,0.0,7352.14,38370.18,7352.14,38370.18,97.89,0.0,2.11,0.0,0.0,0.0
WL-y2-v2-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_4,4,29,236517.75,1227584.02,230663.98,1197045.81,239.07,1242.93,1.32,6.36,99.85,514.93,3094.91,16172.29,0.0,0.0,3094.91,16172.29,2418.69,12602.06,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,230663.98,1197045.81,3,239.07,1242.93,True,239.07,1242.93,5614.77,29295.64,5614.77,29295.64,97.53,0.1,2.37,0.0,0.0,0.0
WL-y2-v2-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_5,5,50,375421.51,1939710.93,368131.85,1901795.29,0.0,0.0,2.65,13.2,173.2,889.57,3284.67,17135.53,0.0,0.0,3284.67,17135.53,3829.21,19877.74,0.0,0.0,0,3,3,239.07,1242.93,232.8,1210.53,6.27,32.41,368364.65,1903005.82,0,0.0,0.0,True,0.0,0.0,7296.0,37948.45,7296.0,37948.45,98.06,0.0,1.94,97.38,2.62,0.06
WL-y2-v2-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,49,395925.07,2021248.89,382001.45,1950373.57,2877.06,14438.4,11.2,55.63,166.01,845.78,6973.27,35616.94,0.0,0.0,6973.27,35616.94,3895.99,19918.09,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382001.45,1950373.57,5,2877.06,14438.4,True,2877.06,14438.4,11046.47,56436.44,11046.47,56436.44,96.48,0.73,2.79,0.0,0.0,0.0
WL-y2-v2-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,50,394266.99,2014442.3,381447.59,1949131.17,1215.16,6014.46,4.49,22.75,170.63,869.96,7527.43,38439.85,0.0,0.0,7527.43,38439.85,3901.63,19963.78,0.0,0.0,0,5,5,2877.06,14438.4,2869.11,14398.76,7.95,39.64,384316.7,1963529.93,6,1215.16,6014.46,True,1215.16,6014.46,11612.13,59335.98,11612.13,59335.98,96.75,0.31,2.94,99.72,0.28,0.75
WL-y2-v2-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,55,441783.77,2256901.28,426523.43,2178945.36,1465.34,7369.08,8.81,43.68,186.24,949.57,9230.46,47238.76,1928.42,9840.21,7302.04,37398.55,4369.41,22354.42,0.0,0.0,0,6,6,1215.16,6014.46,1204.64,5962.11,10.52,52.35,427728.07,2184907.47,6,3393.76,17209.28,True,3393.76,17209.29,11877.02,60798.57,11877.02,60798.57,96.55,0.77,2.69,99.13,0.87,0.28
WL-y2-v2-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_4,4,36,295782.19,1513394.7,287289.4,1469935.63,925.32,4588.75,5.78,29.78,121.99,622.87,4511.03,23212.44,0.0,0.0,4511.03,23212.44,2928.6,15004.87,0.0,0.0,0,6,6,3393.76,17209.28,3031.01,15370.1,362.75,1839.19,290320.41,1485305.73,6,925.33,4588.8,True,925.32,4588.75,7930.15,40709.15,7930.15,40709.15,97.13,0.31,2.56,89.31,10.69,1.04
WL-y2-v2-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_5,5,61,486927.13,2492857.82,471535.77,2414117.52,1896.01,9422.7,8.7,43.44,205.14,1048.34,8311.46,42740.71,0.0,0.0,8311.46,42740.71,4969.91,25484.38,0.0,0.0,0,6,6,925.33,4588.8,913.92,4531.61,11.41,57.19,472449.69,2418649.13,7,1896.0,9422.65,True,1896.01,9422.7,13506.62,69374.06,13506.62,69374.06,96.84,0.39,2.77,98.77,1.23,0.19
WL-y2-v2-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,4,34397.98,177663.5,27000.0,139453.38,138.21,713.85,0.0,0.0,14.73,76.08,6958.4,35939.72,6958.4,35939.72,0.0,0.0,286.64,1480.48,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,139453.38,6,7096.61,36653.56,True,7096.61,36653.57,301.37,1556.56,301.37,1556.56,78.49,20.63,0.88,0.0,0.0,0.0
WL-y2-v2-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,3,25477.17,131588.05,19232.78,99336.15,508.27,2625.18,0.0,0.0,10.95,56.56,5512.85,28473.54,5512.85,28473.54,0.0,0.0,212.3,1096.52,0.0,0.0,0,6,6,7096.61,36653.56,6644.28,34317.31,452.33,2336.26,25877.06,133653.46,5,6021.12,31098.72,True,6021.12,31098.72,675.58,3489.34,675.58,3489.34,75.49,23.63,0.88,93.63,6.37,25.68
WL-y2-v2-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,4,34397.98,177663.5,23749.9,122666.81,858.71,4435.19,0.0,0.0,13.5,69.73,9489.22,49011.25,9489.22,49011.25,0.0,0.0,286.64,1480.48,0.0,0.0,0,5,5,6021.12,31098.72,5670.13,29285.88,350.99,1812.84,29420.03,151952.69,6,10347.93,53446.44,True,10347.93,53446.44,651.13,3363.05,651.13,3363.05,69.04,30.08,0.87,94.17,5.83,19.27
WL-y2-v2-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_4,4,2,16573.83,85602.84,13620.16,70347.31,476.83,2462.8,0.0,0.0,8.02,41.42,2330.71,12037.98,2330.71,12037.98,0.0,0.0,138.11,713.33,0.0,0.0,0,6,6,10347.93,53446.44,9953.83,51410.93,394.1,2035.5,23573.99,121758.24,4,2807.54,14500.78,True,2807.54,14500.78,540.23,2790.25,540.23,2790.25,82.18,16.94,0.88,96.19,3.81,42.22
WL-y2-v2-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_5,5,4,35635.77,184056.61,34393.22,177638.92,526.17,2717.64,0.0,0.0,18.52,95.65,400.9,2070.62,0.0,0.0,400.9,2070.62,296.96,1533.78,0.0,0.0,0,4,4,2807.54,14500.78,2617.73,13520.42,189.81,980.36,37010.95,191159.34,2,526.17,2717.64,True,526.17,2717.64,906.19,4680.41,906.19,4680.41,96.51,1.48,2.01,93.24,6.76,7.07
WL-y2-v2-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,22,157893.01,890305.49,141553.74,799969.31,3336.33,18427.66,5.84,31.92,66.31,373.65,11322.48,62467.69,8377.98,45787.5,2944.5,16680.19,1608.27,9035.04,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141553.74,799969.31,17,11714.31,64215.17,True,11714.31,64215.16,4624.92,26120.8,4624.92,26120.8,89.65,7.42,2.93,0.0,0.0,0.0
WL-y2-v2-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,18,144979.95,829201.19,128015.4,732460.71,1540.9,9042.16,48.1,262.88,55.88,320.14,13906.71,79064.59,11787.3,66936.46,2119.41,12128.13,1412.98,8050.84,0.0,0.0,0,17,14,11714.31,64215.17,3712.14,20478.61,8002.17,43736.55,131727.54,752939.32,12,13328.2,75978.62,True,13328.2,75978.62,11638.54,64498.54,11638.54,64498.54,88.3,9.19,2.51,31.69,68.31,2.82
WL-y2-v2-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,18,152625.85,881998.06,140591.66,812512.25,1907.17,10898.72,0.0,0.0,60.93,352.8,8634.32,49992.18,3870.4,22206.71,4763.92,27785.47,1431.74,8241.94,0.0,0.0,0,12,9,13328.2,75978.62,3926.8,23225.44,9401.4,52753.18,144518.46,835737.69,10,5777.57,33105.44,True,5777.57,33105.43,15657.99,89133.39,15657.99,89133.39,92.12,3.79,4.1,29.46,70.54,2.72
WL-y2-v2-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_4,4,16,125547.33,711039.18,110515.93,626421.55,2137.4,12070.12,53.23,306.77,47.2,266.63,11524.35,64804.75,9868.9,55366.55,1655.45,9438.2,1269.22,7169.36,0.0,0.0,0,10,10,5777.57,33105.44,3593.93,20700.93,2183.64,12404.51,114109.86,647122.48,14,12006.3,67436.67,True,12006.3,67436.67,5208.74,29585.47,5208.74,29585.47,88.03,9.56,2.41,62.2,37.8,3.15
WL-y2-v2-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_5,5,24,192663.12,1100474.69,175342.01,1003131.29,1841.46,10440.23,10.89,60.93,75.36,431.14,13505.63,75667.11,8836.89,48602.49,4668.74,27064.62,1887.75,10743.87,0.0,0.0,0,14,13,12006.3,67436.67,5247.08,30179.68,6759.22,37256.98,180589.09,1033310.98,14,10678.35,59042.73,True,10678.35,59042.72,13401.96,75557.54,13401.96,75557.54,91.01,5.54,3.45,43.7,56.3,2.91
WL-y2-v2-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,6,40203.19,215298.54,35966.97,192612.48,2068.73,11078.59,0.0,0.0,33.55,179.67,1731.91,9274.83,1705.66,9134.25,26.25,140.58,402.04,2153.03,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35966.97,192612.48,9,3774.38,20212.79,True,3774.39,20212.84,461.84,2473.28,461.84,2473.28,89.46,9.39,1.15,0.0,0.0,0.0
WL-y2-v2-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,5,33913.96,181618.07,28894.24,154736.17,2798.23,14985.25,0.0,0.0,27.61,147.86,1854.74,9932.61,1833.01,9816.25,21.73,116.37,339.14,1816.18,0.0,0.0,0,9,9,3774.38,20212.79,2205.39,11810.44,1568.99,8402.35,31099.63,166546.6,6,4631.24,24801.49,True,4631.24,24801.5,1957.47,10482.76,1957.47,10482.76,85.2,13.66,1.15,58.43,41.57,7.09
WL-y2-v2-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,6,40058.91,214525.88,32640.62,174799.01,4169.31,22327.74,0.0,0.0,32.65,174.85,2815.73,15078.97,2797.55,14981.61,18.18,97.36,400.6,2145.32,0.0,0.0,0,6,6,4631.24,24801.49,3699.74,19813.07,931.5,4988.42,36340.36,194612.08,8,6966.86,37309.35,True,6966.86,37309.35,1382.93,7405.95,1382.93,7405.95,81.48,17.39,1.13,79.89,20.11,10.18
WL-y2-v2-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_4,4,5,32807.3,175691.62,25169.9,134791.36,4174.05,22353.12,0.0,0.0,26.55,142.18,3108.72,16648.0,3089.76,16546.47,18.96,101.54,328.08,1756.95,0.0,0.0,0,8,7,6966.86,37309.35,4076.52,21830.82,2890.34,15478.52,29246.42,156622.18,7,7263.81,38899.59,True,7263.81,38899.59,3263.93,17479.19,3263.93,17479.19,76.72,22.14,1.14,58.51,41.49,13.94
WL-y2-v2-r4,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_5,5,6,41765.64,223665.86,35340.97,189260.08,3330.04,17833.23,0.0,0.0,32.65,174.85,2644.32,14161.02,2613.41,13995.49,30.91,165.53,417.66,2236.68,0.0,0.0,0,7,7,7263.81,38899.59,6304.91,33764.43,958.9,5135.16,41645.88,223024.52,8,5943.45,31828.72,True,5943.45,31828.72,1440.12,7712.22,1440.12,7712.22,84.62,14.23,1.15,86.8,13.2,15.14
WL-y2-v2-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_1,1,6,58222.11,315124.26,54118.12,292911.62,174.22,942.96,0.0,0.0,42.07,227.7,3305.47,17890.69,3161.46,17111.24,144.01,779.45,582.22,3151.24,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54118.12,292911.62,6,3335.68,18054.2,True,3335.68,18054.2,768.3,4158.39,768.3,4158.39,92.95,5.73,1.32,0.0,0.0,0.0
WL-y2-v2-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_2,2,6,56058.86,303415.78,49248.66,266555.91,3007.46,16277.73,0.0,0.0,41.92,226.89,3200.21,17320.98,3065.55,16592.14,134.66,728.84,560.59,3034.17,0.0,0.0,0,6,6,3335.68,18054.2,2496.26,13510.88,839.42,4543.32,51744.92,280066.79,10,6073.0,32869.81,True,6073.01,32869.87,1576.59,8533.22,1576.59,8533.22,87.85,10.83,1.31,74.84,25.16,4.82
WL-y2-v2-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_3,3,7,66963.84,362438.44,60683.58,328446.84,2423.72,13118.26,0.0,0.0,49.5,267.92,3137.4,16981.02,2639.89,14288.27,497.51,2692.75,669.64,3624.39,0.0,0.0,0,10,10,6073.0,32869.81,5095.05,27576.7,977.95,5293.11,65778.63,356023.55,6,5063.61,27406.54,True,5063.61,27406.53,2194.6,11878.17,2194.6,11878.17,90.62,7.56,1.82,83.9,16.1,7.75
WL-y2-v2-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_4,4,5,45979.57,248862.12,42631.43,230740.48,1138.07,6159.75,0.0,0.0,35.64,192.9,1714.62,9280.3,1261.04,6825.32,453.58,2454.98,459.8,2488.64,0.0,0.0,0,6,6,5063.61,27406.54,4580.56,24792.05,483.05,2614.48,47211.99,255532.54,6,2399.11,12985.06,True,2399.11,12985.07,1432.07,7751.0,1432.07,7751.0,92.72,5.22,2.06,90.46,9.54,9.7
WL-y2-v2-r4,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_2__rolled_leftover_4,2,2,4,period_5,5,6,61362.46,332121.25,58307.95,315588.86,279.17,1510.99,5.86,31.72,42.74,231.33,2113.12,11437.16,1417.55,7672.42,695.57,3764.74,613.62,3321.19,0.0,0.0,0,6,6,2399.11,12985.06,2192.31,11865.77,206.8,1119.29,60500.26,327454.63,3,1696.72,9183.41,True,1696.72,9183.41,1564.59,8468.27,1564.59,8468.27,95.02,2.77,2.21,91.38,8.62,3.62
