scenario,instance,objective,configuration,retail_y_coefficient,retail_v_coefficient,rolled_leftover_coefficient,period,period_number,new_coils_used_count,new_coils_weight,new_coils_value,new_strip_produced_weight,new_strip_produced_value,new_strip_retail_weight,new_strip_retail_value,new_strip_scrap_weight,new_strip_scrap_value,new_strip_loss_weight,new_strip_loss_value,new_lateral_leftover_weight,new_lateral_leftover_value,new_lateral_retail_weight,new_lateral_retail_value,new_lateral_scrap_weight,new_lateral_scrap_value,new_edge_trim_weight,new_edge_trim_value,new_rolled_leftover_weight,new_rolled_leftover_value,new_partially_used_count,processed_coils_total_count,processed_coils_used_count,processed_coils_weight,processed_coils_value,processed_strip_produced_weight,processed_strip_produced_value,processed_scrap_weight,processed_scrap_value,total_strip_produced_weight,total_strip_produced_value,retails_generated_count,retails_generated_weight,retails_generated_value,retails_file_exists,reusable_generated_weight,reusable_generated_value,total_scrap_weight,total_scrap_value,total_loss_weight,total_loss_value,new_production_rate,new_reusable_rate,new_scrap_rate,processed_recovery_rate,processed_discard_rate,reuse_dependency_rate
WL-y2-v4-r2,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_1,1,40,311387.82,1612782.71,304651.68,1577670.95,97.57,475.86,6.16,31.86,137.46,708.19,3306.64,17311.3,0.0,0.0,3306.64,17311.3,3188.39,16584.98,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304651.68,1577670.95,2,97.57,475.86,True,97.57,475.86,6638.65,34636.33,6638.65,34636.33,97.84,0.03,2.13,0.0,0.0,0.0
WL-y2-v4-r2,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_2,2,35,279602.78,1443935.97,273677.2,1413081.19,0.0,0.0,7.01,36.27,121.75,624.93,2963.64,15494.55,0.0,0.0,2963.64,15494.55,2833.19,14699.1,0.0,0.0,0,2,2,97.57,475.86,93.28,454.36,4.29,21.5,273770.48,1413535.55,0,0.0,0.0,True,0.0,0.0,5929.88,30876.35,5929.88,30876.35,97.88,0.0,2.12,95.6,4.4,0.03
WL-y2-v4-r2,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_3,3,45,347797.12,1802439.21,340432.18,1764001.37,11.89,63.05,4.01,20.2,154.13,794.52,3615.57,18930.45,0.0,0.0,3615.57,18930.45,3579.39,18629.9,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,340432.18,1764001.37,2,11.89,63.05,True,11.89,63.05,7353.1,38375.07,7353.1,38375.07,97.88,0.0,2.11,0.0,0.0,0.0
WL-y2-v4-r2,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_4,4,30,236003.75,1224890.42,230653.6,1196920.71,12.55,66.55,6.26,31.02,103.03,531.74,2812.22,14751.82,0.0,0.0,2812.22,14751.82,2416.09,12588.6,0.0,0.0,0,2,1,11.89,63.05,10.35,54.88,1.54,8.17,230663.95,1196975.59,1,12.55,66.55,True,12.55,66.55,5339.14,27911.35,5339.14,27911.35,97.73,0.01,2.26,87.05,12.95,0.0
WL-y2-v4-r2,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_5,5,50,375660.16,1940969.19,368357.22,1902987.03,0.0,0.0,10.57,51.49,173.42,890.68,3287.19,17148.81,0.0,0.0,3287.19,17148.81,3831.78,19891.3,0.0,0.0,0,1,1,12.55,66.55,7.41,39.29,5.14,27.26,368364.63,1903026.32,0,0.0,0.0,True,0.0,0.0,7308.1,38009.54,7308.1,38009.54,98.06,0.0,1.94,59.04,40.96,0.0
WL-y2-v4-r2,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_1,1,47,398419.69,2031521.93,382001.46,1947856.61,615.03,3060.62,31.51,157.58,161.66,823.0,7241.67,36911.79,0.0,0.0,7241.67,36911.79,3797.67,19389.32,4570.63,23322.69,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382001.46,1947856.61,7,5185.66,26383.31,True,5185.66,26383.31,11232.51,57281.69,11232.51,57281.69,95.88,1.3,2.82,0.0,0.0,0.0
WL-y2-v4-r2,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_2,2,48,393967.76,2009826.54,379209.23,1934916.1,830.49,4118.41,9.46,47.37,164.04,835.36,8316.82,42372.69,0.0,0.0,8316.82,42372.69,3890.75,19883.02,1546.94,7653.41,1,7,7,5185.66,26383.31,5107.47,25985.46,78.19,397.84,384316.7,1960901.56,6,2377.43,11771.82,True,2377.43,11771.82,12459.26,63536.28,12459.26,63536.28,96.25,0.6,3.14,98.49,1.51,1.33
WL-y2-v4-r2,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_3,3,52,442201.66,2253586.62,425483.26,2168794.39,62.1,310.98,14.9,74.25,178.8,909.67,8824.86,45005.51,0.0,0.0,8824.86,45005.51,4415.11,22547.99,3222.56,15943.45,3,6,6,2377.43,11771.82,2244.82,11114.98,132.61,656.83,427728.08,2179909.37,5,3284.66,16254.44,True,3284.66,16254.43,13566.28,69194.25,13566.28,69194.25,96.22,0.74,3.04,94.42,5.58,0.52
WL-y2-v4-r2,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_4,4,36,296270.83,1503442.67,287272.32,1457937.24,475.35,2355.95,32.57,162.83,128.55,650.94,5606.53,28339.86,0.0,0.0,5606.53,28339.86,2755.56,13996.1,0.0,0.0,0,5,5,3284.66,16254.44,3048.1,15083.76,236.56,1170.68,290320.42,1473021.0,5,475.36,2356.0,True,475.35,2355.95,8759.77,44320.41,8759.77,44320.41,96.96,0.16,2.88,92.8,7.2,1.05
WL-y2-v4-r2,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_5,5,60,491639.22,2497938.38,472010.56,2398765.8,3510.56,17517.1,80.68,405.25,211.7,1073.89,10137.54,51380.36,0.0,0.0,10137.54,51380.36,4666.85,23742.97,1021.33,5052.98,1,5,5,475.36,2356.0,439.13,2174.53,36.23,181.47,472449.69,2400940.33,4,4531.89,22570.08,True,4531.89,22570.08,15133.0,76783.94,15133.0,76783.94,96.01,0.92,3.07,92.38,7.62,0.09
WL-y2-v4-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_1,1,4,34397.98,177663.5,27000.0,139453.38,9.5,49.07,0.0,0.0,16.84,86.98,3069.01,15851.25,3069.01,15851.25,0.0,0.0,252.9,1306.21,4049.74,20916.66,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,139453.38,7,7128.25,36816.98,True,7128.25,36816.98,269.74,1393.19,269.74,1393.19,78.49,20.72,0.78,0.0,0.0,0.0
WL-y2-v4-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_2,2,3,25477.17,131588.05,19241.64,99381.92,13.24,68.38,0.0,0.0,10.96,56.61,4751.68,24542.14,4751.68,24542.14,0.0,0.0,201.82,1042.39,1257.84,6496.67,1,7,7,7128.25,36816.98,6635.43,34271.6,492.82,2545.39,25877.07,133653.51,5,6022.76,31107.19,True,6022.76,31107.19,705.6,3644.39,705.6,3644.39,75.53,23.64,0.84,93.09,6.91,25.64
WL-y2-v4-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_3,3,3,25477.17,131588.05,23711.99,122471.01,470.02,2427.63,0.0,0.0,13.48,69.62,1069.37,5523.23,882.91,4560.18,186.46,963.05,212.3,1096.52,0.0,0.0,0,5,5,6022.76,31107.19,5708.05,29481.74,314.71,1625.46,29420.04,151952.74,8,1352.93,6987.8,True,1352.93,6987.81,726.95,3754.65,726.95,3754.65,93.07,5.31,1.62,94.77,5.23,19.4
WL-y2-v4-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_4,4,3,25477.17,131588.05,22332.21,115344.52,341.45,1763.57,0.0,0.0,12.62,65.18,2578.59,13318.26,2578.59,13318.26,0.0,0.0,212.3,1096.52,0.0,0.0,0,8,8,1352.93,6987.8,1241.79,6413.77,111.14,574.03,23574.0,121758.3,5,2920.04,15081.83,True,2920.04,15081.83,336.06,1735.73,336.06,1735.73,87.66,11.46,0.88,91.79,8.21,5.27
WL-y2-v4-r2,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_5,5,4,35635.77,184056.61,34432.97,177844.22,486.41,2512.28,0.0,0.0,18.52,95.65,400.9,2070.62,0.0,0.0,400.9,2070.62,296.96,1533.78,0.0,0.0,0,5,5,2920.04,15081.83,2577.96,13315.01,342.08,1766.82,37010.93,191159.23,2,486.41,2512.28,True,486.41,2512.28,1058.46,5466.87,1058.46,5466.87,96.62,1.36,2.01,88.29,11.71,6.97
WL-y2-v4-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_1,1,20,158097.77,903950.79,141553.74,809250.81,1103.93,6370.57,15.46,87.48,62.56,357.66,12818.76,73147.2,10780.07,61566.94,2038.69,11580.26,1536.02,8749.39,1007.28,5987.56,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141553.74,809250.81,13,12891.28,73925.08,True,12891.28,73925.07,3652.73,20774.79,3652.73,20774.79,89.54,8.15,2.31,0.0,0.0,0.0
WL-y2-v4-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_2,2,19,143385.8,816940.77,125723.75,717927.38,251.78,1376.03,2.75,15.03,60.06,342.92,9907.39,55464.41,6715.31,36977.27,3192.08,18487.14,1349.0,7658.67,6091.08,34156.39,4,13,12,12891.28,73925.08,6003.76,35212.11,6887.52,38712.97,131727.51,753139.49,11,13058.17,72509.69,True,13058.17,72509.69,11491.41,65216.73,11491.41,65216.73,87.68,9.11,3.21,46.57,53.43,4.56
WL-y2-v4-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_3,3,18,148206.14,850774.77,136001.08,781134.73,333.65,1915.9,13.36,73.02,59.12,339.5,7879.26,44949.86,2944.62,16093.0,4934.64,28856.86,1402.94,8026.12,2516.7,14335.48,3,11,11,13058.17,72509.69,8517.38,47621.46,4540.79,24888.23,144518.46,828756.19,9,5794.98,32344.44,True,5794.97,32344.38,10950.85,62183.73,10950.85,62183.73,91.76,3.91,4.33,65.23,34.77,5.89
WL-y2-v4-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_4,4,17,126740.92,721290.44,110606.94,629163.65,335.84,1956.24,4.08,22.3,52.72,299.92,9266.63,51877.33,7422.0,41290.73,1844.63,10586.6,1212.05,6863.04,5262.67,31108.0,4,9,8,5794.98,32344.44,3502.93,19418.39,2292.05,12926.04,114109.87,648582.05,12,13020.51,74354.97,True,13020.51,74354.97,5405.53,30697.9,5405.53,30697.9,87.27,10.27,2.46,60.45,39.55,3.07
WL-y2-v4-r2,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_5,5,21,184355.63,1070988.88,172387.04,1001421.81,564.74,3307.71,1.33,7.64,73.5,428.2,8743.76,50717.46,2363.3,13305.9,6380.46,37411.56,1689.98,9784.27,895.26,5321.69,1,12,11,13020.51,74354.97,8202.05,47830.39,4818.46,26524.59,180589.09,1049252.19,7,3823.3,21935.29,True,3823.3,21935.3,12963.73,74156.26,12963.73,74156.26,93.51,2.07,4.42,62.99,37.01,4.54
WL-y2-v4-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_1,1,6,40506.16,216921.02,35966.98,192612.53,342.35,1833.37,1.57,8.41,33.55,179.67,1644.0,8804.05,1618.44,8667.17,25.56,136.88,383.73,2054.97,2133.99,11428.07,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35966.98,192612.53,8,4094.78,21928.61,True,4094.78,21928.61,444.41,2379.93,444.41,2379.93,88.79,10.11,1.1,0.0,0.0,0.0
WL-y2-v4-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_2,2,5,33562.15,179734.04,28666.16,153514.74,114.82,614.89,0.0,0.0,27.87,149.25,1167.17,6250.5,1137.62,6092.25,29.55,158.25,302.79,1621.52,3283.33,17583.09,2,8,8,4094.78,21928.61,2433.46,13031.81,1661.32,8896.8,31099.62,166546.55,6,4535.77,24290.23,True,4535.77,24290.23,2021.53,10825.82,2021.53,10825.82,85.41,13.51,1.07,59.43,40.57,7.82
WL-y2-v4-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_3,3,5,34948.62,187158.95,32618.15,174678.67,675.98,3620.05,0.0,0.0,28.1,150.48,1276.89,6838.08,1247.34,6679.83,29.55,158.25,349.49,1871.61,0.0,0.0,0,6,6,4535.77,24290.23,3722.18,19933.24,813.59,4356.99,36340.33,194611.92,8,1923.32,10299.88,True,1923.32,10299.88,1220.73,6537.33,1220.73,6537.33,93.33,5.5,1.16,82.06,17.94,10.24
WL-y2-v4-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_4,4,5,34590.71,185242.25,28012.51,150014.27,1278.11,6844.61,0.0,0.0,27.61,147.86,1947.04,10426.91,1928.75,10328.96,18.29,97.95,315.81,1691.24,3009.61,16117.24,1,8,8,1923.32,10299.88,1233.91,6607.91,689.41,3691.97,29246.42,156622.18,7,6216.47,33290.81,True,6216.47,33290.81,1051.12,5629.02,1051.12,5629.02,80.98,17.97,1.05,64.16,35.84,4.22
WL-y2-v4-r2,bz_nbr7008_075,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_5,5,6,41122.19,220220.02,36538.22,195671.67,242.92,1300.9,0.92,4.93,33.71,180.53,1567.62,8395.01,1536.09,8226.16,31.53,168.85,387.72,2076.34,2351.06,12590.54,1,7,7,6216.47,33290.81,5107.66,27352.85,1108.81,5937.97,41645.88,223024.52,6,4130.07,22117.6,True,4130.07,22117.6,1562.69,8368.62,1562.69,8368.62,88.85,10.04,1.1,82.16,17.84,12.26
WL-y2-v4-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_1,1,6,59128.57,320030.43,54118.11,292911.56,374.85,2028.86,0.0,0.0,41.1,222.45,4003.22,21667.23,4003.22,21667.23,0.0,0.0,591.29,3200.33,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,54118.11,292911.56,8,4378.07,23696.08,True,4378.07,23696.09,632.39,3422.78,632.39,3422.78,91.53,7.4,1.07,0.0,0.0,0.0
WL-y2-v4-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_2,2,6,56058.86,303415.78,48361.0,261751.49,721.28,3903.89,0.0,0.0,41.1,222.45,3849.44,20834.9,3849.44,20834.9,0.0,0.0,535.08,2896.09,2550.96,13806.94,1,8,8,4378.07,23696.08,3383.94,18315.41,994.13,5380.68,51744.94,280066.9,7,7121.68,38545.74,True,7121.68,38545.73,1570.31,8499.22,1570.31,8499.22,86.27,12.7,1.03,77.29,22.71,6.54
WL-y2-v4-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_3,3,7,66207.84,358346.62,59690.38,323071.2,282.22,1527.5,0.0,0.0,48.53,262.67,3829.31,20725.95,3490.49,18892.1,338.82,1833.85,644.95,3490.76,1712.44,9268.5,1,7,7,7121.68,38545.74,6088.25,32952.35,1033.43,5593.39,65778.63,356023.55,6,5485.15,29688.1,True,5485.15,29688.1,2065.73,11180.67,2065.73,11180.67,90.16,8.28,1.56,85.49,14.51,9.26
WL-y2-v4-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_4,4,5,45979.57,248862.12,42470.83,229871.24,444.71,2406.97,0.0,0.0,34.82,188.46,2569.39,13906.69,2230.57,12072.85,338.82,1833.85,459.8,2488.64,0.0,0.0,0,6,6,5485.15,29688.1,4741.16,25661.29,743.99,4026.81,47211.99,255532.54,6,2675.28,14479.82,True,2675.28,14479.82,1577.43,8537.76,1577.43,8537.76,92.37,5.82,1.81,86.44,13.56,10.04
WL-y2-v4-r2,bz_nbr7008_095,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_2,2,4,2,period_5,5,6,61323.89,331912.49,58156.09,314766.93,414.44,2243.14,0.0,0.0,42.74,231.33,2097.37,11351.91,1788.23,9678.71,309.14,1673.2,613.24,3319.13,0.0,0.0,0,6,6,2675.28,14479.82,2344.16,12687.65,331.12,1792.17,60500.25,327454.58,4,2202.67,11921.84,True,2202.67,11921.85,1296.24,7015.83,1296.24,7015.83,94.83,3.59,1.57,87.62,12.38,3.87
WL-y2-v4-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_1,1,40,311301.22,1612391.73,304651.69,1577697.02,12.63,66.79,2.54,12.67,137.37,707.72,3309.3,17325.71,0.0,0.0,3309.3,17325.71,3187.73,16582.06,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,304651.69,1577697.02,1,12.63,66.79,True,12.63,66.79,6636.94,34628.16,6636.94,34628.16,97.86,0.0,2.13,0.0,0.0,0.0
WL-y2-v4-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_2,2,35,279705.01,1444412.4,273759.58,1413460.55,25.91,129.22,1.61,8.48,121.74,624.88,2962.16,15486.4,0.0,0.0,2962.16,15486.4,2833.99,14702.79,0.0,0.0,0,1,1,12.63,66.79,10.88,57.54,1.75,9.25,273770.46,1413518.08,2,25.91,129.22,True,25.91,129.22,5921.25,30831.8,5921.25,30831.8,97.87,0.01,2.12,86.14,13.86,0.0
WL-y2-v4-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_3,3,44,348091.99,1803941.83,340409.52,1763920.31,30.79,148.4,6.53,33.6,150.65,776.17,3915.4,20435.59,0.0,0.0,3915.4,20435.59,3579.23,18628.48,0.0,0.0,0,2,2,25.91,129.22,22.73,113.15,3.18,16.07,340432.25,1764033.46,1,30.79,148.4,True,30.79,148.4,7654.99,39889.91,7654.99,39889.91,97.79,0.01,2.2,87.73,12.27,0.01
WL-y2-v4-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_4,4,29,236448.74,1227241.13,230635.72,1196909.45,197.31,1031.32,1.65,8.0,99.85,514.93,3096.21,16178.84,0.0,0.0,3096.21,16178.84,2418.05,12598.86,0.0,0.0,0,1,1,30.79,148.4,28.25,136.16,2.54,12.24,230663.97,1197045.61,2,197.31,1031.32,True,197.31,1031.32,5618.3,29312.87,5618.3,29312.87,97.54,0.08,2.38,91.75,8.25,0.01
WL-y2-v4-r4,bf_qcv_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_5,5,49,375504.59,1940122.95,368170.5,1901988.77,47.32,233.63,2.01,10.42,170.11,873.18,3284.72,17135.65,0.0,0.0,3284.72,17135.65,3829.98,19881.57,0.0,0.0,0,2,2,197.31,1031.32,194.12,1015.2,3.19,16.12,368364.62,1903003.98,3,47.32,233.63,True,47.32,233.63,7290.01,37916.94,7290.01,37916.94,98.05,0.01,1.94,98.38,1.62,0.05
WL-y2-v4-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_1,1,48,394981.13,2017084.82,382001.46,1950764.3,769.9,3814.08,11.08,55.42,161.64,824.02,8153.49,41766.42,0.0,0.0,8153.49,41766.42,3883.46,19860.07,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382001.46,1950764.3,5,769.9,3814.08,True,769.9,3814.08,12209.67,62505.93,12209.67,62505.93,96.71,0.19,3.09,0.0,0.0,0.0
WL-y2-v4-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_2,2,48,396338.17,2029169.7,383658.0,1964325.73,893.33,4426.1,14.0,70.87,160.33,819.53,7578.75,38843.09,0.0,0.0,7578.75,38843.09,4033.67,20683.91,0.0,0.0,0,5,5,769.9,3814.08,658.71,3263.66,111.19,550.41,384316.71,1967589.39,7,893.34,4426.15,True,893.33,4426.1,11897.94,60967.81,11897.94,60967.81,96.8,0.23,2.97,85.56,14.44,0.17
WL-y2-v4-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_3,3,56,444388.55,2266085.64,426900.81,2177515.0,2508.29,12498.31,2.1,10.52,190.86,971.98,10451.63,52953.08,2650.55,13113.46,7801.08,39839.61,4334.83,22136.6,0.0,0.0,0,7,7,893.34,4426.15,827.27,4098.96,66.07,327.19,427728.08,2181613.96,6,5158.84,25611.77,True,5158.84,25611.77,12394.94,63285.9,12394.94,63285.9,96.06,1.16,2.77,92.6,7.4,0.19
WL-y2-v4-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_4,4,36,296234.61,1506586.36,285531.59,1452402.89,2419.11,12076.68,5.13,26.37,127.23,646.33,5352.3,27181.56,0.0,0.0,5352.3,27181.56,2799.24,14252.47,0.0,0.0,0,6,6,5158.84,25611.77,4788.8,23768.23,370.04,1843.55,290320.39,1476171.11,7,2419.11,12076.68,True,2419.11,12076.68,8653.94,43950.28,8653.94,43950.28,96.39,0.82,2.8,92.83,7.17,1.65
WL-y2-v4-r4,bf_sae1006_045,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_5,5,61,486176.91,2489270.28,470318.62,2408285.42,2329.0,11535.93,13.84,69.92,205.14,1048.36,8419.87,43254.79,0.0,0.0,8419.87,43254.79,4890.32,25075.23,0.0,0.0,0,7,7,2419.11,12076.68,2131.07,10639.69,288.04,1436.99,472449.69,2418925.11,7,2329.0,11535.93,True,2329.0,11535.93,13817.21,70885.29,13817.21,70885.29,96.74,0.48,2.78,88.09,11.91,0.45
WL-y2-v4-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_1,1,4,34397.98,177663.5,26999.99,139453.33,138.21,713.85,0.0,0.0,14.73,76.08,6958.4,35939.72,6958.4,35939.72,0.0,0.0,286.64,1480.48,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26999.99,139453.33,6,7096.61,36653.56,True,7096.61,36653.57,301.37,1556.56,301.37,1556.56,78.49,20.63,0.88,0.0,0.0,0.0
WL-y2-v4-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_2,2,3,25477.17,131588.05,19232.79,99336.21,304.27,1571.54,0.0,0.0,10.96,56.61,5716.85,29527.19,5716.85,29527.19,0.0,0.0,212.3,1096.52,0.0,0.0,0,6,6,7096.61,36653.56,6644.28,34317.31,452.33,2336.26,25877.07,133653.51,5,6021.12,31098.72,True,6021.12,31098.73,675.59,3489.39,675.59,3489.39,75.49,23.63,0.88,93.63,6.37,25.68
WL-y2-v4-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_3,3,3,25494.64,131678.29,23690.57,122360.37,349.89,1807.16,0.0,0.0,13.89,71.74,276.02,1425.63,0.0,0.0,276.02,1425.63,204.46,1056.02,959.81,4957.36,1,5,5,6021.12,31098.72,5729.46,29592.32,291.66,1506.41,29420.03,151952.69,2,1309.7,6764.52,True,1309.7,6764.52,786.03,4059.8,786.03,4059.8,92.92,5.14,1.94,95.16,4.84,19.47
WL-y2-v4-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_4,4,3,25477.17,131588.05,22288.13,115116.85,378.27,1953.74,0.0,0.0,12.62,65.18,2585.84,13355.71,2585.84,13355.71,0.0,0.0,212.3,1096.52,0.0,0.0,0,2,2,1309.7,6764.52,1285.85,6641.34,23.85,123.18,23573.98,121758.19,5,2964.11,15309.45,True,2964.11,15309.45,248.77,1284.88,248.77,1284.88,87.48,11.63,0.88,98.18,1.82,5.45
WL-y2-v4-r4,bf_sae1006_050,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_5,5,4,35635.77,184056.61,34396.16,177654.1,523.23,2702.45,0.0,0.0,18.52,95.65,400.9,2070.62,0.0,0.0,400.9,2070.62,296.96,1533.78,0.0,0.0,0,5,5,2964.11,15309.45,2614.79,13505.23,349.32,1804.22,37010.95,191159.34,2,523.23,2702.45,True,523.23,2702.45,1065.7,5504.27,1065.7,5504.27,96.52,1.47,2.01,88.22,11.78,7.06
WL-y2-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_1,1,20,157499.86,891781.25,141553.77,803239.46,2248.33,12538.03,0.0,0.0,60.85,344.68,12050.47,66708.27,8597.4,46986.68,3453.07,19721.59,1586.45,8950.88,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141553.77,803239.46,18,10845.72,59524.65,True,10845.73,59524.71,5100.37,29017.15,5100.37,29017.15,89.88,6.89,3.24,0.0,0.0,0.0
WL-y2-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_2,2,18,140483.48,809457.18,127678.01,735541.59,1302.44,7694.54,8.17,44.8,59.05,340.44,10104.73,58197.69,6969.0,39947.32,3135.73,18250.37,1331.05,7637.95,0.0,0.0,0,18,16,10845.72,59524.65,4049.52,22380.36,6796.2,37144.29,131727.53,757921.95,11,8271.44,47641.86,True,8271.44,47641.86,11330.2,63417.85,11330.2,63417.85,90.88,5.89,3.23,37.34,62.66,3.07
WL-y2-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_3,3,19,155014.29,893250.59,140832.72,811523.62,762.31,4368.48,0.0,0.0,62.61,361.64,11889.06,68575.54,8610.39,49612.36,3278.67,18963.18,1467.6,8421.38,0.0,0.0,0,11,9,8271.44,47641.86,3685.77,21863.93,4585.67,25777.93,144518.49,833387.54,15,9372.7,53980.84,True,9372.7,53980.84,9394.55,53524.13,9394.55,53524.13,90.85,6.05,3.1,44.56,55.44,2.55
WL-y2-v4-r4,bz_nbr7008_043,weighted_loss,retail_y_2__retail_v_4__rolled_leftover_4,2,4,4,period_4,4,15,126819.83,736287.5,111502.84,647548.38,2764.18,16110.16,2.32,12.68,50.06,290.39,11331.67,65564.72,8712.07,50205.2,2619.6,15359.51,1168.78,6761.29,0.0,0.0,0,15,11,9372.7,53980.84,2607.04,15338.71,6765.66,38642.13,114109.88,662887.09,11,11476.25,66315.37,True,11476.25,66315.36,10606.42,61066.0,10606.42,61066.0,87.92,9.05,3.03,27.82,72.18,2.28
