instance,period,period_number,coil_id,processed,used,coil_width,coil_weight,coil_ton_value,used_length,strip_count,strip_produced_weight,strip_leftover_weight,strip_retail_weight,strip_scrap_weight,strip_loss_weight,lateral_leftover_weight,lateral_leftover_retail_weight,lateral_leftover_scrap_weight,edge_trim_weight,rolled_leftover_weight,rolled_leftover_width,rolled_leftover_length,processed_scrap_weight
bf_qcv_045,period_3,3,253,0,1,880.0,7601.37,5302.87,2439.06,2,7503.28,0.0,0.0,0.0,3.08,8.64,0.0,8.64,86.38,0.0,880.0,0.0,0.0
bf_qcv_045,period_3,3,3,0,1,1200.0,7416.12,4819.73,1745.05,2,7313.05,0.0,0.0,0.0,4.19,37.08,0.0,37.08,61.8,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,32,0,1,1200.0,8255.11,4819.73,1942.47,2,8140.51,0.34,0.0,0.34,4.19,41.28,0.0,41.28,68.79,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,4,0,1,1200.0,8025.79,4819.73,1888.51,2,7914.59,0.0,0.0,0.0,4.19,40.13,0.0,40.13,66.88,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,48,0,1,1200.0,7701.29,4819.73,1812.15,2,7594.41,0.0,0.0,0.0,4.19,38.51,0.0,38.51,64.18,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,56,0,1,1200.0,7613.64,4819.73,1791.53,2,7507.81,0.12,0.0,0.12,4.19,38.07,0.0,38.07,63.45,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,59,0,1,1200.0,7195.72,4819.73,1693.19,2,7095.58,0.0,0.0,0.0,4.19,35.98,0.0,35.98,59.96,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,7,0,1,1200.0,8064.92,4819.73,1897.72,2,7953.19,0.0,0.0,0.0,4.19,40.32,0.0,40.32,67.21,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,72,0,1,1200.0,8036.24,4819.73,1890.97,2,7924.9,0.0,0.0,0.0,4.19,40.18,0.0,40.18,66.97,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,87,0,1,1200.0,7602.58,4819.73,1788.93,2,7497.02,0.0,0.0,0.0,4.19,38.01,0.0,38.01,63.35,0.0,1200.0,0.0,0.0
bf_qcv_045,period_3,3,91,0,1,1000.0,7911.06,5288.27,2233.82,2,7385.62,0.0,0.0,0.0,3.31,443.02,0.0,443.02,79.11,0.0,1000.0,0.0,0.0
bf_qcv_045,period_3,3,256,1,1,717.0,119.06,4819.73,46.89,1,116.52,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,717.0,0.0,2.54
bf_qcv_045,period_4,4,102,0,1,1000.0,7505.42,5288.27,2119.28,2,7006.75,0.0,0.0,0.0,3.31,420.3,0.0,420.3,75.05,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,107,0,1,1000.0,9312.83,5288.27,2629.63,2,8694.88,0.0,0.0,0.0,3.31,521.52,0.0,521.52,93.13,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,123,0,1,1000.0,8934.09,5288.27,2522.69,2,8582.26,0.0,0.0,0.0,3.4,259.09,0.0,259.09,89.34,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,126,0,1,1000.0,9551.22,5288.27,2696.94,2,9175.32,0.0,0.0,0.0,3.4,276.99,0.0,276.99,95.51,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,133,0,1,1000.0,7002.69,5288.27,1977.32,2,6915.16,0.0,0.0,0.0,3.5,14.01,0.0,14.01,70.03,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,136,0,1,1000.0,9049.37,5288.27,2555.24,2,8448.8,0.0,0.0,0.0,3.31,506.76,0.0,506.76,90.49,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,146,0,1,1000.0,8447.56,5288.27,2385.31,2,8342.69,0.0,0.0,0.0,3.5,16.9,0.0,16.9,84.48,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,157,0,1,1000.0,9296.83,5288.27,2625.11,2,8921.59,9.26,9.26,0.0,3.4,269.61,0.0,269.61,92.97,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,165,0,1,1000.0,8589.81,5288.27,2425.47,2,8483.23,0.0,0.0,0.0,3.5,17.18,0.0,17.18,85.9,0.0,1000.0,0.0,0.0
bf_qcv_045,period_4,4,168,0,1,880.0,8196.89,5302.87,2630.14,2,8091.35,0.0,0.0,0.0,3.08,9.31,0.0,9.31,93.15,0.0,880.0,0.0,0.0
bf_qcv_045,period_4,4,174,0,1,880.0,7125.05,5302.87,2286.22,2,6993.18,15.45,15.45,0.0,3.07,32.39,0.0,32.39,80.97,0.0,880.0,0.0,0.0
bf_qcv_045,period_4,4,176,0,1,880.0,7459.93,5302.87,2393.67,2,7350.07,13.54,13.54,0.0,3.08,8.48,0.0,8.48,84.77,0.0,880.0,0.0,0.0
bf_qcv_045,period_4,4,178,0,1,880.0,7891.48,5302.87,2532.14,2,7762.87,0.0,0.0,0.0,3.07,35.87,0.0,35.87,89.68,0.0,880.0,0.0,0.0
bf_qcv_045,period_4,4,192,0,1,880.0,7480.06,5302.87,2400.13,2,7383.48,0.0,0.0,0.0,3.08,8.5,0.0,8.5,85.0,0.0,880.0,0.0,0.0
